month_year,bu_id,pnl_account_name,amount
2023-06,2,Net Revenue,34173.48812284033
2023-06,2,Office Supplies,-520.0889705714892
2023-06,2,R&D,-1825.6510938477277
2023-06,2,Rent,-2941.993243302871
2023-06,2,Salaries,-22997.081091186752
2023-06,2,Sales Commissions,-262.083003191826
2023-06,2,Taxes,-148.79382814153453
2023-06,2,Travel & Entertainment,-167.4233829106524
2023-06,2,Utilities,-156.6063603894778
2023-06,3,Depreciation,-183.53367993987442
2023-06,3,Direct Labor,-3273.0809945217093
2023-06,3,Direct Materials,-596.94801352466
2023-06,3,Gross Revenue,6333.6905535296655
2023-06,3,Interest,-49.41381424949325
2023-06,3,Manufacturing Overhead,-332.70917847693886
2023-06,3,Marketing,-1147.166244157054
2023-06,3,Net Revenue,6867.807390680615
2023-06,3,Office Supplies,-157.9758682641389
2023-06,3,R&D,-3745.2829387180122
2023-06,3,Rent,-1767.1038075951194
2023-06,3,Salaries,-9522.680666459828
2023-06,3,Sales Commissions,-443.3449413911924
2023-06,3,Sales Returns,-152.60793681839095
2023-06,3,Taxes,-675.3609610033708
2023-06,3,Travel & Entertainment,-642.3697677767826
2023-06,3,Utilities,-958.7734608296382
2023-06,4,Amortization,-48.44928034442994
2023-06,4,Depreciation,-456.84630615071
2023-06,4,Direct Labor,-1229.1648106713442
2023-06,4,Direct Materials,-1232.8821927469214
2023-06,4,Gross Revenue,13826.81672869135
2023-06,4,Interest,-69.519932546045
2023-06,4,Manufacturing Overhead,-344.37569998256544
2023-06,4,Marketing,-517.2350481480404
2023-06,4,Net Revenue,17392.65955064477
2023-06,4,Office Supplies,-228.6163675141058
2023-06,4,Rent,-2290.3578738529195
2023-06,4,Sales Commissions,-1027.4790241160656
2023-06,4,Sales Returns,-540.3607125538223
2023-06,4,Taxes,-587.7062059071719
2023-06,4,Travel & Entertainment,-427.36072087250153
2023-06,4,Utilities,-510.0796409393193
2023-06,5,Amortization,-83.64453561733923
2023-06,5,Depreciation,-149.61582448377206
2023-06,5,Direct Labor,-417.80562886870524
2023-06,5,Direct Materials,-3051.805296774907
2023-06,5,Gross Revenue,12113.392371457281
2023-06,5,Interest,-117.62067321618248
2023-06,5,Manufacturing Overhead,-383.74882072925715
2023-06,5,Marketing,-287.79707757702846
2023-06,5,Net Revenue,15854.974953595789
2023-06,5,Rent,-1669.4137192386227
2023-06,5,Salaries,-21672.359206070254
2023-06,5,Sales Commissions,-729.5236847481693
2023-06,5,Sales Returns,-103.41675554682982
2023-06,5,Taxes,-1509.3628601839969
2023-06,5,Travel & Entertainment,-717.9792298125052
2023-06,6,Direct Labor,-1683.5135978160456
2023-06,6,Direct Materials,-575.1515742924145
2023-06,6,Gross Revenue,9742.831837391634
2023-06,6,Manufacturing Overhead,-258.77159728103015
2023-06,6,Marketing,-469.3324472165055
2023-06,6,Net Revenue,9141.063477487034
2023-06,6,Office Supplies,-249.66588993892313
2023-06,6,Salaries,-19823.760419245
2023-06,6,Sales Commissions,-939.5821163412058
2023-06,6,Sales Returns,-538.9460362845241
2023-06,6,Taxes,-1451.2623164413578
2023-06,6,Travel & Entertainment,-685.3650169038568
2023-06,6,Utilities,-1167.0830481587204
2023-06,7,Direct Labor,-3291.824534587929
2023-06,7,Direct Materials,-1945.7689738837278
2023-06,7,Gross Revenue,5268.292353219375
2023-06,7,Interest,-86.12021967573408
2023-06,7,Manufacturing Overhead,-365.3796655370677
2023-06,7,Marketing,-397.40684694652003
2023-06,7,Net Revenue,11440.68489393269
2023-06,7,Office Supplies,-289.25842349763286
2023-06,7,Rent,-3547.7599813848906
2023-06,7,Salaries,-24892.242147850335
2023-06,7,Taxes,-1503.7444828810235
2023-06,7,Travel & Entertainment,-438.29122399239975
2023-06,7,Utilities,-355.55077596369944
2023-06,8,Amortization,-170.92638846656703
2023-06,8,Depreciation,-162.21541127202175
2023-06,8,Direct Labor,-669.9990823232346
2023-06,8,Gross Revenue,11325.924434509374
2023-06,8,Interest,-30.272629295461872
2023-06,8,Manufacturing Overhead,-675.9909265828645
2023-06,8,Marketing,-1647.43156461002
2023-06,8,Net Revenue,14953.949172565126
2023-06,8,Office Supplies,-778.1014874952102
2023-06,8,R&D,-2929.6587402683504
2023-06,8,Rent,-3307.325198239942
2023-06,8,Salaries,-20371.753701124544
2023-06,8,Sales Commissions,-583.8820163970989
2023-06,8,Sales Returns,-622.5378737257809
2023-06,8,Taxes,-1286.3474902499124
2023-06,8,Travel & Entertainment,-574.7548298263463
2023-06,8,Utilities,-203.22805414054938
2023-07,1,Direct Labor,-1919.2532625215506
2023-07,1,Direct Materials,-1083.6550151970162
2023-07,1,Gross Revenue,6306.278358460227
2023-07,1,Interest,-81.85613908367279
2023-07,1,Manufacturing Overhead,-760.0940361093237
2023-07,1,Marketing,-2105.319520377159
2023-07,1,Net Revenue,14072.759280683451
2023-07,1,Office Supplies,-334.09921504076175
2023-07,1,Rent,-657.4448304235757
2023-07,1,Salaries,-5538.753911960821
2023-07,1,Sales Commissions,-991.2588567899425
2023-07,1,Sales Returns,-285.13417876042837
2023-07,1,Taxes,-432.7105356084798
2023-07,1,Travel & Entertainment,-1091.7087675240791
2023-07,1,Utilities,-431.5342120354136
2023-07,2,Amortization,-76.179284365187
2023-07,2,Depreciation,-170.97471018340323
2023-07,2,Direct Labor,-892.5113774334042
2023-07,2,Direct Materials,-463.06713692579393
2023-07,2,Gross Revenue,6192.743532951479
2023-07,2,Interest,-188.87702800032218
2023-07,2,Manufacturing Overhead,-330.82961749718436
2023-07,2,Marketing,-439.90921744965834
2023-07,2,Net Revenue,15783.352144646706
2023-07,2,Office Supplies,-110.21708647606846
2023-07,2,R&D,-4754.118083104144
2023-07,2,Salaries,-8504.021706607531
2023-07,2,Sales Commissions,-827.2365267948588
2023-07,2,Sales Returns,-347.4342154046062
2023-07,2,Taxes,-1440.2389101784433
2023-07,2,Travel & Entertainment,-252.23765917194262
2023-07,2,Utilities,-782.9365271987673
2023-07,3,Amortization,-96.2075706279226
2023-07,3,Depreciation,-228.3114721093006
2023-07,3,Direct Labor,-1153.9511595494237
2023-07,3,Direct Materials,-2231.871188895418
2023-07,3,Gross Revenue,13025.795339661408
2023-07,3,Interest,-70.8700268664986
2023-07,3,Manufacturing Overhead,-1047.0288057126697
2023-07,3,Marketing,-789.1932815778287
2023-07,3,Net Revenue,12020.509304417319
2023-07,3,Office Supplies,-100.83357558476902
2023-07,3,R&D,-7170.403583665081
2023-07,3,Rent,-1645.0357599293557
2023-07,3,Salaries,-8124.165461405033
2023-07,3,Sales Commissions,-1673.5452129896862
2023-07,3,Travel & Entertainment,-282.55707311489766
2023-07,3,Utilities,-426.43282161181924
2023-07,4,Amortization,-77.32002824984676
2023-07,4,Depreciation,-132.90661640296912
2023-07,4,Direct Labor,-668.4603503445568
2023-07,4,Direct Materials,-1622.7349848952329
2023-07,4,Gross Revenue,2255.132627344236
2023-07,4,Interest,-71.10097667612112
2023-07,4,Manufacturing Overhead,-444.6331123765698
2023-07,4,Marketing,-906.4905122277919
2023-07,4,Net Revenue,14974.633407385978
2023-07,4,Office Supplies,-66.50039743602495
2023-07,4,R&D,-5335.692046768836
2023-07,4,Rent,-5633.7527438689585
2023-07,4,Salaries,-9308.441280757805
2023-07,4,Sales Returns,-214.666912377906
2023-07,4,Taxes,-376.5708902164694
2023-07,4,Travel & Entertainment,-457.9205925382423
2023-07,4,Utilities,-600.9334525449076
2023-07,5,Depreciation,-148.53998584478384
2023-07,5,Direct Labor,-105.56892777222524
2023-07,5,Direct Materials,-610.7855624281391
2023-07,5,Gross Revenue,1222.7028248918446
2023-07,5,Interest,-61.10118738357665
2023-07,5,Manufacturing Overhead,-708.9399238323308
2023-07,5,Marketing,-337.24548328774324
2023-07,5,Net Revenue,2179.7528627644706
2023-07,5,Office Supplies,-715.1714086853525
2023-07,5,Rent,-1369.5771905749234
2023-07,5,Sales Commissions,-562.2158994912288
2023-07,5,Taxes,-578.9605173574057
2023-07,5,Travel & Entertainment,-749.0461451971001
2023-07,6,Amortization,-45.208759058296
2023-07,6,Depreciation,-328.6454272188431
2023-07,6,Direct Labor,-1304.2045357554925
2023-07,6,Direct Materials,-1767.0974086581589
2023-07,6,Gross Revenue,2065.578956024813
2023-07,6,Interest,-86.09395351550671
2023-07,6,Manufacturing Overhead,-341.0103090636028
2023-07,6,Marketing,-671.1600734448539
2023-07,6,Net Revenue,5008.011462558318
2023-07,6,Office Supplies,-828.5205255173055
2023-07,6,R&D,-2182.023930644757
2023-07,6,Rent,-602.763349396247
2023-07,6,Salaries,-11199.541040503256
2023-07,6,Sales Commissions,-1876.6482002259984
2023-07,6,Sales Returns,-433.9632933056495
2023-07,6,Taxes,-593.6760071908069
2023-07,6,Travel & Entertainment,-459.7041751117365
2023-07,6,Utilities,-851.8529909820189
2023-07,7,Depreciation,-148.18959318770507
2023-07,7,Direct Labor,-716.57255976571
2023-07,7,Gross Revenue,6157.696954797902
2023-07,7,Interest,-86.46084152798932
2023-07,7,Manufacturing Overhead,-361.6008025746904
2023-07,7,Marketing,-1101.389947344387
2023-07,7,Net Revenue,13280.629835757574
2023-07,7,Rent,-2742.95433853262
2023-07,7,Salaries,-23217.017438618805
2023-07,7,Sales Commissions,-443.51279016404385
2023-07,7,Sales Returns,-120.3128006592393
2023-07,7,Taxes,-695.945694605201
2023-07,7,Travel & Entertainment,-569.4829915013538
2023-07,7,Utilities,-675.4771329273614
2023-07,8,Amortization,-20.206764344475367
2023-07,8,Depreciation,-143.89239077081933
2023-07,8,Direct Labor,-257.01027281439866
2023-07,8,Direct Materials,-366.53599239554086
2023-07,8,Gross Revenue,2512.28850889948
2023-07,8,Interest,-68.56055558927629
2023-07,8,Manufacturing Overhead,-357.80161609524635
2023-07,8,Marketing,-1276.3458538447946
2023-07,8,Net Revenue,13620.025720681115
2023-07,8,Office Supplies,-947.256601684033
2023-07,8,R&D,-2493.655067969276
2023-07,8,Rent,-1848.2024539708416
2023-07,8,Salaries,-27047.470522333388
2023-07,8,Sales Returns,-180.63994630435772
2023-07,8,Taxes,-372.0292689067223
2023-07,8,Travel & Entertainment,-688.3379761584404
2023-07,8,Utilities,-1160.0462971542463
2023-08,1,Direct Labor,-688.9056820555949
2023-08,1,Direct Materials,-1437.7204473394854
2023-08,1,Gross Revenue,1567.0354299595363
2023-08,1,Interest,-69.03525356215725
2023-08,1,Manufacturing Overhead,-145.33412893873452
2023-08,1,Marketing,-559.0192686391971
2023-08,1,Net Revenue,6165.893767768458
2023-08,1,Office Supplies,-636.5830539792638
2023-08,1,Rent,-2691.6497033782216
2023-08,1,Salaries,-2415.607674003919
2023-08,1,Sales Commissions,-190.0334410886786
2023-08,1,Sales Returns,-574.6611296965009
2023-08,1,Taxes,-2257.5877852844797
2023-08,1,Travel & Entertainment,-391.7676853725394
2023-08,1,Utilities,-609.6845390821765
2023-08,2,Amortization,-56.62183112360384
2023-08,2,Depreciation,-205.14679405329383
2023-08,2,Direct Labor,-1368.6298840831037
2023-08,2,Gross Revenue,10829.31831475713
2023-08,2,Interest,-75.24694952363335
2023-08,2,Manufacturing Overhead,-488.3236701869898
2023-08,2,Marketing,-1542.4968838280115
2023-08,2,Net Revenue,14322.500767431156
2023-08,2,Office Supplies,-87.66002522840745
2023-08,2,R&D,-1878.5973196612424
2023-08,2,Rent,-3552.8448160972075
2023-08,2,Sales Commissions,-475.0205460692256
2023-08,2,Sales Returns,-335.14081371656795
2023-08,2,Taxes,-1187.6594145871195
2023-08,2,Travel & Entertainment,-161.6494375153612
2023-08,2,Utilities,-478.6470144202549
2023-08,3,Amortization,-64.90564201441919
2023-08,3,Depreciation,-635.1862875835329
2023-08,3,Direct Labor,-920.2134506805033
2023-08,3,Direct Materials,-1215.884522391177
2023-08,3,Gross Revenue,3372.4564529667987
2023-08,3,Interest,-39.54105437875764
2023-08,3,Manufacturing Overhead,-94.25317619669076
2023-08,3,Marketing,-580.1303743941546
2023-08,3,Net Revenue,11934.777678786959
2023-08,3,Office Supplies,-803.269844079606
2023-08,3,R&D,-6412.979136881088
2023-08,3,Rent,-10474.207284447099
2023-08,3,Salaries,-15430.787914051389
2023-08,3,Sales Commissions,-1706.239115767372
2023-08,3,Taxes,-866.5725101886748
2023-08,3,Travel & Entertainment,-241.88658820311784
2023-08,3,Utilities,-1204.5529375789658
2023-08,4,Amortization,-110.97460967943476
2023-08,4,Depreciation,-217.27509656364518
2023-08,4,Direct Labor,-2931.995034907291
2023-08,4,Direct Materials,-2218.6725519233237
2023-08,4,Gross Revenue,6714.412899679342
2023-08,4,Interest,-96.67246043851743
2023-08,4,Manufacturing Overhead,-391.48898416170357
2023-08,4,Marketing,-984.7271578674819
2023-08,4,Net Revenue,17561.094138654225
2023-08,4,Office Supplies,-435.7578310449742
2023-08,4,R&D,-20756.98234758391
2023-08,4,Rent,-5213.231718073604
2023-08,4,Salaries,-2990.7001093824183
2023-08,4,Sales Commissions,-223.92802155126884
2023-08,4,Sales Returns,-509.2675091293169
2023-08,4,Taxes,-1401.3533870387807
2023-08,4,Travel & Entertainment,-620.5220427106101
2023-08,4,Utilities,-267.4509003965765
2023-08,5,Depreciation,-266.4668038891787
2023-08,5,Direct Labor,-1895.2667582284305
2023-08,5,Direct Materials,-1300.2802206597007
2023-08,5,Gross Revenue,12730.853098318796
2023-08,5,Interest,-88.34112345288155
2023-08,5,Manufacturing Overhead,-266.94827306613547
2023-08,5,Marketing,-1065.4913904557711
2023-08,5,Net Revenue,20717.008697993693
2023-08,5,Office Supplies,-794.5492230111034
2023-08,5,R&D,-3947.7692982023204
2023-08,5,Rent,-1933.57483034222
2023-08,5,Salaries,-26150.830111270534
2023-08,5,Sales Commissions,-915.7142044488711
2023-08,5,Sales Returns,-221.61036502701643
2023-08,5,Taxes,-1240.1509056728275
2023-08,5,Travel & Entertainment,-484.22216418617535
2023-08,5,Utilities,-242.95391974589973
2023-08,6,Direct Labor,-584.3617254587841
2023-08,6,Direct Materials,-429.22851816633636
2023-08,6,Gross Revenue,4140.84421938474
2023-08,6,Interest,-87.68823164873615
2023-08,6,Manufacturing Overhead,-657.4358074361957
2023-08,6,Marketing,-794.0765394713545
2023-08,6,Net Revenue,14716.552138169085
2023-08,6,Office Supplies,-300.3780107865212
2023-08,6,Salaries,-11332.243039730769
2023-08,6,Sales Commissions,-808.5868352025349
2023-08,6,Sales Returns,-672.8942345709986
2023-08,6,Taxes,-768.4835452669898
2023-08,6,Travel & Entertainment,-445.47222208682484
2023-08,6,Utilities,-446.4802431845976
2023-08,7,Depreciation,-263.8603302402343
2023-08,7,Direct Labor,-2731.506947665947
2023-08,7,Direct Materials,-536.6006161869456
2023-08,7,Gross Revenue,6102.095396173308
2023-08,7,Interest,-42.23022219985832
2023-08,7,Marketing,-671.3353992620505
2023-08,7,Net Revenue,10225.184433754755
2023-08,7,Office Supplies,-125.67274096099626
2023-08,7,Rent,-1456.5025049550993
2023-08,7,Salaries,-15737.030313985306
2023-08,7,Sales Returns,-243.94644803103114
2023-08,7,Taxes,-1126.5963433568363
2023-08,7,Travel & Entertainment,-384.497588623228
2023-08,7,Utilities,-186.12927102571334
2023-08,8,Amortization,-46.44384707239194
2023-08,8,Direct Labor,-595.9582445955828
2023-08,8,Direct Materials,-1341.834848110246
2023-08,8,Gross Revenue,15888.771626456368
2023-08,8,Interest,-79.10704859648052
2023-08,8,Manufacturing Overhead,-439.64642020463117
2023-08,8,Marketing,-362.0470651392362
2023-08,8,Net Revenue,15120.906561652739
2023-08,8,Office Supplies,-232.9555089549609
2023-08,8,R&D,-2504.5224258276944
2023-08,8,Rent,-2965.9787705618805
2023-08,8,Salaries,-24698.786568723022
2023-08,8,Sales Commissions,-858.1293658347508
2023-08,8,Sales Returns,-371.0702514276204
2023-08,8,Taxes,-440.78881246836113
2023-08,8,Travel & Entertainment,-380.2095843424825
2023-08,8,Utilities,-765.8596989445228
2023-09,1,Direct Labor,-1143.9827874069476
2023-09,1,Gross Revenue,1186.9657118406556
2023-09,1,Interest,-49.60664143997699
2023-09,1,Manufacturing Overhead,-192.99544926634167
2023-09,1,Marketing,-150.58597601830294
2023-09,1,Net Revenue,8128.634364263891
2023-09,1,Office Supplies,-74.46872305128596
2023-09,1,Rent,-3387.260902091605
2023-09,1,Salaries,-16567.320126836574
2023-09,1,Sales Returns,-507.9486202633921
2023-09,1,Taxes,-506.5150622891764
2023-09,1,Travel & Entertainment,-470.1682729506414
2023-09,1,Utilities,-660.1794795209776
2023-09,2,Amortization,-100.41000640924464
2023-09,2,Depreciation,-169.26853577162558
2023-09,2,Gross Revenue,6225.814615229765
2023-09,2,Interest,-119.90473277057353
2023-09,2,Manufacturing Overhead,-479.8306412670295
2023-09,2,Marketing,-1107.1863783004478
2023-09,2,Net Revenue,11141.791834099718
2023-09,2,Office Supplies,-184.11679002575642
2023-09,2,R&D,-1410.6393005280447
2023-09,2,Rent,-1482.0693786426898
2023-09,2,Salaries,-15165.265421735725
2023-09,2,Travel & Entertainment,-400.5068303480347
2023-09,3,Amortization,-29.478572447367565
2023-09,3,Depreciation,-179.79275114706823
2023-09,3,Direct Labor,-671.0735240606402
2023-09,3,Direct Materials,-1249.627690218901
2023-09,3,Gross Revenue,7291.569257619503
2023-09,3,Interest,-55.4673409503415
2023-09,3,Manufacturing Overhead,-357.96321422018656
2023-09,3,Marketing,-794.9485510851179
2023-09,3,Net Revenue,12142.591496094667
2023-09,3,R&D,-1045.0262004156925
2023-09,3,Rent,-2401.191486587386
2023-09,3,Salaries,-25674.581156724504
2023-09,3,Sales Commissions,-999.1579638020993
2023-09,3,Sales Returns,-472.23111703118985
2023-09,3,Taxes,-102.06083784611572
2023-09,3,Travel & Entertainment,-271.86011841411107
2023-09,3,Utilities,-772.2827462991369
2023-09,4,Amortization,-126.98121793704934
2023-09,4,Direct Labor,-2029.2856388971647
2023-09,4,Direct Materials,-584.1756896562257
2023-09,4,Gross Revenue,16341.583327385575
2023-09,4,Interest,-26.055046113711846
2023-09,4,Manufacturing Overhead,-779.1669286794873
2023-09,4,Marketing,-458.7010843672006
2023-09,4,Net Revenue,19190.007269488462
2023-09,4,Office Supplies,-576.047224088462
2023-09,4,R&D,-1816.0587887420913
2023-09,4,Rent,-3148.503374344348
2023-09,4,Salaries,-17258.284567172508
2023-09,4,Sales Commissions,-742.4803964416296
2023-09,4,Travel & Entertainment,-499.11213383300856
2023-09,5,Amortization,-89.4750954073048
2023-09,5,Depreciation,-102.63386901424444
2023-09,5,Direct Labor,-168.53201171174695
2023-09,5,Direct Materials,-1324.0473793392807
2023-09,5,Gross Revenue,1258.321436206758
2023-09,5,Interest,-152.87450221746377
2023-09,5,Marketing,-973.3350105434845
2023-09,5,Net Revenue,3927.469837173033
2023-09,5,Office Supplies,-200.94687047981614
2023-09,5,Rent,-4209.140472812117
2023-09,5,Salaries,-8024.386037053763
2023-09,5,Sales Commissions,-840.1954071308564
2023-09,5,Sales Returns,-627.3024659410426
2023-09,5,Taxes,-135.01117424570987
2023-09,5,Travel & Entertainment,-176.09972805388395
2023-09,5,Utilities,-727.5004647921379
2023-09,6,Amortization,-99.00861245154242
2023-09,6,Depreciation,-516.8572560698781
2023-09,6,Direct Labor,-2042.4450915244206
2023-09,6,Direct Materials,-729.6322739812662
2023-09,6,Gross Revenue,16898.085360569872
2023-09,6,Interest,-89.21025394542099
2023-09,6,Marketing,-475.477031969748
2023-09,6,Net Revenue,21060.86984944047
2023-09,6,Office Supplies,-277.5407222362843
2023-09,6,Rent,-3794.7693900186737
2023-09,6,Salaries,-18198.261911420876
2023-09,6,Taxes,-871.6036672987486
2023-09,6,Travel & Entertainment,-198.60083352797614
2023-09,6,Utilities,-819.450802087727
2023-09,7,Depreciation,-316.5128373693794
2023-09,7,Direct Labor,-1972.824489550261
2023-09,7,Gross Revenue,3158.3214870642246
2023-09,7,Interest,-71.18010898387614
2023-09,7,Marketing,-926.4025922625311
2023-09,7,Net Revenue,5354.757868176146
2023-09,7,Rent,-2827.9937940527298
2023-09,7,Salaries,-12705.899402591902
2023-09,7,Sales Commissions,-811.6470329709804
2023-09,7,Taxes,-1202.3567658977815
2023-09,7,Travel & Entertainment,-90.59510395217025
2023-09,7,Utilities,-455.15048690874613
2023-09,8,Direct Labor,-704.7449391703858
2023-09,8,Direct Materials,-1403.87753059658
2023-09,8,Gross Revenue,5879.255031652212
2023-09,8,Interest,-103.66441894972161
2023-09,8,Manufacturing Overhead,-679.2791757106962
2023-09,8,Marketing,-895.4586999095487
2023-09,8,Net Revenue,11533.792362212615
2023-09,8,Office Supplies,-64.44642099908441
2023-09,8,Rent,-2598.762320010423
2023-09,8,Salaries,-3962.934091372404
2023-09,8,Sales Commissions,-342.14037646024826
2023-09,8,Sales Returns,-212.91175895864245
2023-09,8,Taxes,-1306.069271941378
2023-09,8,Travel & Entertainment,-568.7798655553818
2023-09,8,Utilities,-841.9673948703838
2023-10,1,Direct Labor,-1177.1332824431254
2023-10,1,Direct Materials,-1837.9700901516342
2023-10,1,Gross Revenue,3902.126100516807
2023-10,1,Interest,-107.63482074963908
2023-10,1,Manufacturing Overhead,-676.5166639608805
2023-10,1,Marketing,-423.36691728312456
2023-10,1,Net Revenue,15429.701781834587
2023-10,1,Office Supplies,-764.8400550126278
2023-10,1,Salaries,-12065.048090177226
2023-10,1,Sales Commissions,-1448.554990640229
2023-10,1,Sales Returns,-177.77199906961746
2023-10,1,Taxes,-1580.5907738227602
2023-10,1,Travel & Entertainment,-749.6389995882953
2023-10,1,Utilities,-496.7848470198522
2023-10,2,Amortization,-189.08019764802114
2023-10,2,Direct Labor,-833.1348266712926
2023-10,2,Gross Revenue,6425.591319098901
2023-10,2,Interest,-150.79557908814755
2023-10,2,Manufacturing Overhead,-282.8478624415655
2023-10,2,Marketing,-786.4534345741855
2023-10,2,Net Revenue,12158.455916185332
2023-10,2,R&D,-4732.746968216187
2023-10,2,Rent,-689.9048766644374
2023-10,2,Salaries,-27955.64819953759
2023-10,2,Sales Commissions,-521.5761092960793
2023-10,2,Sales Returns,-838.1046993403759
2023-10,2,Taxes,-1260.6191312911951
2023-10,2,Travel & Entertainment,-842.9326522631957
2023-10,2,Utilities,-906.0385982289125
2023-10,3,Amortization,-223.85048840207844
2023-10,3,Depreciation,-163.51946878845192
2023-10,3,Direct Labor,-2640.2548332454107
2023-10,3,Direct Materials,-2720.526091842905
2023-10,3,Gross Revenue,15589.729526895102
2023-10,3,Interest,-38.20299019103258
2023-10,3,Manufacturing Overhead,-272.98964331727666
2023-10,3,Marketing,-562.8059037586854
2023-10,3,Net Revenue,19612.747745516906
2023-10,3,Office Supplies,-692.9578121584626
2023-10,3,R&D,-11689.716284073622
2023-10,3,Rent,-2725.585430274707
2023-10,3,Salaries,-8020.965491260082
2023-10,3,Sales Commissions,-609.887600429261
2023-10,3,Sales Returns,-198.96113276572453
2023-10,3,Taxes,-2115.0428382031155
2023-10,3,Travel & Entertainment,-338.83464420497216
2023-10,3,Utilities,-1347.455655510906
2023-10,4,Amortization,-168.717407551707
2023-10,4,Depreciation,-298.8073369741634
2023-10,4,Direct Labor,-931.6891101681059
2023-10,4,Direct Materials,-738.1750999828806
2023-10,4,Gross Revenue,9442.324950525845
2023-10,4,Interest,-134.99183434627707
2023-10,4,Manufacturing Overhead,-118.72476153916978
2023-10,4,Marketing,-1100.3449757016656
2023-10,4,Net Revenue,23194.05957219388
2023-10,4,Office Supplies,-357.7677411675791
2023-10,4,R&D,-4166.343195364882
2023-10,4,Salaries,-2786.0689015560456
2023-10,4,Sales Commissions,-1367.59011348195
2023-10,4,Sales Returns,-386.75874667462887
2023-10,4,Taxes,-1132.9538861882015
2023-10,4,Travel & Entertainment,-248.67295992707895
2023-10,4,Utilities,-724.7152072565847
2023-10,5,Direct Labor,-1550.8444790116853
2023-10,5,Direct Materials,-1277.996162342939
2023-10,5,Gross Revenue,24472.288653900014
2023-10,5,Interest,-160.48462514214492
2023-10,5,Manufacturing Overhead,-613.1577482188895
2023-10,5,Marketing,-704.941872686929
2023-10,5,Net Revenue,32579.338199753645
2023-10,5,Office Supplies,-48.71406120835491
2023-10,5,Rent,-1082.397063134438
2023-10,5,Salaries,-14949.492960515026
2023-10,5,Sales Commissions,-574.8178650911609
2023-10,5,Sales Returns,-435.2644995385091
2023-10,5,Taxes,-481.4910822864914
2023-10,5,Travel & Entertainment,-567.4193146839632
2023-10,5,Utilities,-890.8992899521007
2023-10,6,Depreciation,-114.13341788356601
2023-10,6,Direct Materials,-560.1827486344094
2023-10,6,Gross Revenue,4202.494820451963
2023-10,6,Interest,-170.42933941761493
2023-10,6,Manufacturing Overhead,-169.524996162932
2023-10,6,Marketing,-1993.7558273512423
2023-10,6,Net Revenue,10252.014864285546
2023-10,6,Office Supplies,-368.69121906668863
2023-10,6,R&D,-7064.065792612108
2023-10,6,Rent,-7280.111061885595
2023-10,6,Salaries,-17790.334040407935
2023-10,6,Sales Commissions,-196.75625478179296
2023-10,6,Sales Returns,-95.82072267179456
2023-10,6,Taxes,-547.6102284616167
2023-10,6,Travel & Entertainment,-291.974575239816
2023-10,6,Utilities,-265.282596924741
2023-10,7,Depreciation,-117.49581302703022
2023-10,7,Direct Labor,-1670.4644427115952
2023-10,7,Gross Revenue,10103.251541037567
2023-10,7,Interest,-55.07471147677315
2023-10,7,Manufacturing Overhead,-160.346924121861
2023-10,7,Marketing,-968.143437094383
2023-10,7,Net Revenue,15212.35453089402
2023-10,7,Office Supplies,-242.40810970496065
2023-10,7,R&D,-7147.698971180381
2023-10,7,Rent,-5392.318694011979
2023-10,7,Salaries,-30942.042025766885
2023-10,7,Sales Commissions,-2109.1433690758768
2023-10,7,Sales Returns,-510.592516778051
2023-10,7,Taxes,-107.36133752722738
2023-10,7,Travel & Entertainment,-876.9212516400514
2023-10,7,Utilities,-317.6272701734031
2023-10,8,Amortization,-25.55311420573305
2023-10,8,Depreciation,-392.18446178825565
2023-10,8,Direct Labor,-1250.9565110583162
2023-10,8,Direct Materials,-985.0012009890551
2023-10,8,Interest,-46.59196956529472
2023-10,8,Manufacturing Overhead,-87.26374243102411
2023-10,8,Marketing,-396.39635557023377
2023-10,8,Net Revenue,3729.0931833278937
2023-10,8,Office Supplies,-510.6964681402208
2023-10,8,Rent,-1115.2773431792732
2023-10,8,Salaries,-19536.175253326328
2023-10,8,Sales Commissions,-111.30909011003732
2023-10,8,Sales Returns,-112.49559148199496
2023-10,8,Taxes,-290.272802294466
2023-10,8,Travel & Entertainment,-555.7067610272463
2023-11,1,Direct Labor,-298.4613028608152
2023-11,1,Direct Materials,-1823.4093350922985
2023-11,1,Gross Revenue,5163.364972425803
2023-11,1,Manufacturing Overhead,-334.69541286231413
2023-11,1,Marketing,-307.1197391072103
2023-11,1,Net Revenue,16532.829913395453
2023-11,1,Office Supplies,-159.10629479044047
2023-11,1,Salaries,-7215.103517459858
2023-11,1,Sales Commissions,-443.7796717907987
2023-11,1,Sales Returns,-308.0506727079166
2023-11,1,Taxes,-264.277543136024
2023-11,1,Travel & Entertainment,-281.1894984850095
2023-11,2,Direct Labor,-273.3645701924704
2023-11,2,Direct Materials,-266.12842675476594
2023-11,2,Gross Revenue,7814.52511831404
2023-11,2,Interest,-67.7697835995183
2023-11,2,Manufacturing Overhead,-493.3846292430159
2023-11,2,Marketing,-1142.907693023008
2023-11,2,Net Revenue,16468.602900835227
2023-11,2,Office Supplies,-83.10698773963813
2023-11,2,R&D,-2793.6319317443663
2023-11,2,Rent,-1272.5636735286535
2023-11,2,Salaries,-7689.111227969016
2023-11,2,Sales Commissions,-300.5106891767991
2023-11,2,Sales Returns,-108.66965181445406
2023-11,2,Taxes,-171.600260530405
2023-11,2,Travel & Entertainment,-326.9321898633773
2023-11,2,Utilities,-120.0630257192235
