date,account_number,location_id,bu_id,segment,amount,cost_center_id,vendor_id,project_id
2023-03-28,1201,11,2,Corporate,2760.7689045528546,,,
2023-03-28,2002,11,5,Retail,-421.7286368798302,6.0,8.0,
2023-03-28,2003,7,5,Retail,-502.09925482146065,2.0,11.0,
2023-03-28,2102,12,2,Retail,-733.7233066466434,7.0,,
2023-03-28,2202,2,1,Retail,-158.11294548115208,12.0,,
2023-03-28,3201,1,4,Corporate,-490.15893331208684,7.0,,
2023-03-28,4001,2,4,Corporate,-136.3441960919548,11.0,,
2023-03-28,5001,8,7,Corporate,-41.12882032265814,7.0,,
2023-03-28,5003,1,7,Retail,-49.60123061061926,8.0,,
2023-03-28,5101,4,4,Corporate,-133.94447183804158,12.0,,
2023-03-29,1001,1,4,Corporate,1121.8312322819872,,,
2023-03-29,1002,2,7,Government,3148.333822360414,,,
2023-03-29,2003,8,5,Corporate,-278.6950164109119,2.0,9.0,
2023-03-29,2102,7,1,Retail,-192.42335059850825,7.0,,
2023-03-29,2104,2,3,Corporate,-668.0501030431072,4.0,,
2023-03-29,3001,7,1,Retail,-403.72736410964586,9.0,1.0,3.0
2023-03-29,3103,3,2,Corporate,-4676.1803007303515,11.0,,
2023-03-29,3201,4,5,Retail,-303.17570744631956,5.0,,
2023-03-29,3303,6,4,Corporate,-214.71266854507923,5.0,,5.0
2023-03-29,3502,1,5,Retail,-349.5082486555236,8.0,4.0,
2023-03-29,5103,12,5,Government,-321.45816822802965,1.0,,
2023-03-30,1003,9,1,Retail,2898.8845085128514,,,
2023-03-30,1101,12,6,Government,-82.61470778519544,7.0,,
2023-03-30,1201,6,1,Retail,1107.389060569531,,,
2023-03-30,1203,10,8,Government,1922.808543241954,,,
2023-03-30,2103,6,3,Corporate,-410.8904300607285,12.0,,
2023-03-30,2202,1,5,Retail,-176.21881981002858,9.0,,
2023-03-30,3101,12,2,Retail,-4388.1118821532855,3.0,,
2023-03-30,3103,11,7,Corporate,-3653.6818640117326,4.0,,
2023-03-30,3201,9,2,Retail,-500.9984848462233,7.0,,
2023-03-30,3402,10,5,Government,-1141.5742781869983,1.0,,
2023-03-30,4002,8,4,Corporate,-71.18825472056298,7.0,,
2023-03-30,4102,3,3,Corporate,-58.63949734322331,11.0,,
2023-03-30,5003,11,3,Corporate,-18.04205751713176,4.0,,
2023-03-30,5103,10,8,Retail,-356.4525236024565,3.0,,
2023-03-31,1101,7,4,Corporate,-224.30809809564374,11.0,,
2023-03-31,2003,9,8,Retail,-895.6388720451056,2.0,12.0,
2023-03-31,2101,6,3,Corporate,-471.9787329149431,7.0,,
2023-03-31,2202,10,6,Retail,-368.604678344804,8.0,,
2023-03-31,3101,9,2,Corporate,-3747.2044105630766,4.0,,
2023-03-31,3102,11,8,Retail,-3414.490411583627,1.0,,
2023-03-31,3502,9,7,Government,-114.84334632878495,8.0,7.0,
2023-03-31,3601,6,7,Retail,-190.52175810882258,9.0,12.0,
2023-03-31,4001,4,8,Corporate,-78.99712178546307,12.0,,
2023-03-31,4102,1,7,Corporate,-52.089352419414624,1.0,,
2023-03-31,5001,4,2,Government,-12.351412235172582,9.0,,
2023-03-31,5103,1,5,Government,-398.13532542702126,1.0,,
2023-04-01,1001,1,1,Retail,1394.7409110396825,,,
2023-04-01,2103,4,4,Corporate,-144.97551693281468,6.0,,
2023-04-01,3101,2,8,Retail,-2226.8247423320518,12.0,,
2023-04-01,3102,2,5,Government,-6060.834500855735,5.0,,
2023-04-01,3301,11,5,Government,-258.2624552413827,4.0,,2.0
2023-04-01,3302,10,6,Corporate,-187.78715858699925,3.0,,7.0
2023-04-01,3401,10,7,Government,-965.2644606535439,1.0,,
2023-04-01,3501,11,8,Retail,-248.34126641187234,9.0,8.0,
2023-04-01,3601,9,3,Corporate,-120.14596477080276,10.0,10.0,
2023-04-01,3701,9,4,Corporate,-2068.646650910338,3.0,,
2023-04-01,5101,1,8,Government,-236.2570450884624,2.0,,
2023-04-02,1003,8,2,Retail,2280.23825673433,,,
2023-04-02,1102,3,8,Government,-234.3724273792086,3.0,,
2023-04-02,1201,1,4,Corporate,3907.655811344506,,,
2023-04-02,2202,5,4,Corporate,-92.7534411442025,4.0,,
2023-04-02,3101,10,6,Retail,-5437.325321483995,7.0,,
2023-04-02,3102,3,1,Retail,-4583.9922085566495,10.0,,
2023-04-02,3303,1,1,Retail,-242.83231215384916,8.0,,
2023-04-02,3402,2,1,Retail,-1329.8417617405898,11.0,,
2023-04-02,3501,12,4,Corporate,-382.8748533051325,11.0,5.0,
2023-04-02,5001,10,6,Retail,-16.006295816119035,8.0,,
2023-04-02,5002,9,4,Corporate,-44.701241839285814,6.0,,
2023-04-03,1101,8,8,Retail,-99.44924779103587,4.0,,
2023-04-03,1202,4,2,Government,3368.1474285014156,,,
2023-04-03,2003,11,3,Corporate,-386.5853149293314,1.0,5.0,
2023-04-03,2104,12,6,Corporate,-789.1512307216668,3.0,,
2023-04-03,3002,4,1,Retail,-339.27461655932194,2.0,3.0,8.0
2023-04-03,3003,12,6,Corporate,-176.4828107229224,8.0,4.0,
2023-04-03,3101,9,5,Government,-2498.233321385068,12.0,,
2023-04-03,3103,4,1,Retail,-4455.104750626953,12.0,,
2023-04-03,3202,2,6,Government,-255.8905402961321,9.0,,
2023-04-03,3303,11,8,Corporate,-183.06283115633408,5.0,,
2023-04-03,3401,2,8,Corporate,-1629.5518812994062,2.0,,
2023-04-03,3702,3,7,Corporate,-2507.310301871251,8.0,,
2023-04-03,4001,10,5,Corporate,-113.90372374523872,4.0,,
2023-04-03,5102,8,3,Corporate,-386.79974582836894,11.0,,
2023-04-03,5103,11,4,Corporate,-130.71050120590854,9.0,,
2023-04-04,1002,12,2,Government,2280.4405640236046,,,
2023-04-04,1102,6,8,Corporate,-50.95907670743421,12.0,,
2023-04-04,1201,7,2,Corporate,1678.980318547709,,,
2023-04-04,3001,1,1,Retail,-315.6525058921392,2.0,11.0,2.0
2023-04-04,3003,6,2,Government,-449.4866109661724,9.0,9.0,9.0
2023-04-04,3102,4,2,Corporate,-4243.4113880777195,3.0,,
2023-04-04,3202,4,3,Corporate,-480.37056862426806,1.0,,
2023-04-04,3301,2,8,Government,-221.39147354714865,3.0,,6.0
2023-04-04,3601,8,3,Corporate,-158.61075530749056,6.0,12.0,
2023-04-04,5001,11,5,Retail,-13.111067273805595,9.0,,
2023-04-05,1003,7,3,Corporate,3167.0412797640615,,,
2023-04-05,1101,3,7,Retail,-116.42250275422313,2.0,,
2023-04-05,1202,1,1,Retail,1873.394506680358,,,
2023-04-05,2104,6,6,Corporate,-727.5409370957083,4.0,,
2023-04-05,2201,1,4,Corporate,-80.71090361459551,7.0,,
2023-04-05,3001,11,4,Corporate,-156.61189896069482,10.0,6.0,
2023-04-05,3103,7,4,Corporate,-4736.732473033295,10.0,,
2023-04-05,3502,2,8,Government,-477.5990764243999,5.0,6.0,
2023-04-05,3603,4,5,Corporate,-160.20723663709214,1.0,11.0,
2023-04-05,4002,10,8,Corporate,-161.55614369461736,9.0,,
2023-04-05,4003,6,6,Corporate,-79.11632462047187,6.0,,
2023-04-05,5003,10,2,Corporate,-46.21774620902447,5.0,,
2023-04-06,1001,11,4,Corporate,3490.1975848524553,,,
2023-04-06,1002,9,1,Retail,4710.6981659980775,,,
2023-04-06,1203,1,8,Retail,4613.0618541178965,,,
2023-04-06,2001,12,3,Corporate,-358.7044112143732,2.0,2.0,
2023-04-06,2003,1,1,Retail,-269.01800479483256,12.0,12.0,
2023-04-06,2102,4,1,Retail,-693.9796643197099,2.0,,
2023-04-06,2201,4,6,Corporate,-187.610702743996,6.0,,
2023-04-06,2202,8,8,Corporate,-318.60117401011,6.0,,
2023-04-06,3003,3,3,Corporate,-424.6459962660508,6.0,10.0,9.0
2023-04-06,3101,5,2,Government,-6388.999542815028,4.0,,
2023-04-06,3401,9,6,Retail,-940.0362173765991,5.0,,
2023-04-06,3502,4,8,Corporate,-195.8141574895733,10.0,9.0,
2023-04-06,3603,10,7,Corporate,-141.48709418296795,12.0,4.0,
2023-04-06,3701,8,6,Corporate,-2923.347841701838,9.0,,2.0
2023-04-06,3702,10,5,Corporate,-2890.7564174304266,1.0,,
2023-04-06,5002,11,1,Retail,-24.005443131897,7.0,,
2023-04-06,5003,12,5,Government,-44.85681685953323,3.0,,
2023-04-06,5101,11,1,Retail,-473.7596940219882,9.0,,
2023-04-07,1003,4,3,Corporate,4882.672111175481,,,
2023-04-07,1101,1,7,Retail,-188.32781956383377,4.0,,
2023-04-07,1102,5,3,Corporate,-128.0224771361689,5.0,,
2023-04-07,1202,1,4,Corporate,1164.7222970163566,,,
2023-04-07,2104,3,3,Corporate,-197.4323961192838,5.0,,
2023-04-07,2201,4,5,Corporate,-128.63382453992938,10.0,,
2023-04-07,3103,5,3,Corporate,-2644.332031735118,5.0,,
2023-04-07,3302,7,4,Corporate,-243.6982249459496,3.0,,
2023-04-07,3303,1,6,Retail,-204.11637189150576,1.0,,1.0
2023-04-07,3602,9,8,Retail,-99.88767041992534,1.0,4.0,
2023-04-07,3603,3,3,Corporate,-179.26316515489142,2.0,4.0,
2023-04-07,5002,6,5,Corporate,-27.220704474536326,7.0,,
2023-04-07,5101,7,1,Retail,-153.16800113663055,5.0,,
2023-04-09,1001,6,2,Retail,4785.514613433484,,,
2023-04-09,1203,10,7,Retail,3982.305757335399,,,
2023-04-09,2001,12,1,Retail,-954.8945169174148,10.0,9.0,
2023-04-09,3002,5,3,Corporate,-184.38375831918114,9.0,6.0,5.0
2023-04-09,3103,2,3,Corporate,-2064.6998994764836,4.0,,
2023-04-09,3201,6,1,Retail,-480.78641052325816,12.0,,
2023-04-09,3302,2,2,Corporate,-252.8419383939813,5.0,,
2023-04-09,3601,1,7,Government,-62.01935988041859,12.0,11.0,
2023-04-09,3602,6,4,Corporate,-144.9245561457466,6.0,2.0,
2023-04-09,5002,11,1,Retail,-32.2259121561002,1.0,,
2023-04-09,5101,2,1,Retail,-145.22315564685306,2.0,,
2023-04-10,1001,10,5,Government,3672.07781005024,,,
2023-04-10,1002,5,7,Corporate,4657.766917949353,,,
2023-04-10,2001,9,8,Retail,-968.7370511984359,6.0,11.0,
2023-04-10,2102,3,3,Corporate,-440.5958520119259,1.0,,
2023-04-10,3201,2,5,Corporate,-321.4965968434357,7.0,,
2023-04-10,3302,7,8,Corporate,-270.02799212903864,6.0,,7.0
2023-04-10,3501,11,6,Government,-176.82478799428662,8.0,11.0,
2023-04-10,3502,5,5,Government,-160.0250034381105,9.0,11.0,
2023-04-10,3603,9,6,Corporate,-96.07982020551368,3.0,5.0,
2023-04-10,5101,7,8,Government,-288.04974979271753,3.0,,
2023-04-11,1001,7,2,Government,1677.5859985263141,,,
2023-04-11,1201,3,4,Corporate,3029.582033634012,,,
2023-04-11,1202,11,3,Corporate,4079.1669514636455,,,
2023-04-11,2001,1,5,Corporate,-715.768285424545,11.0,7.0,
2023-04-11,2002,4,3,Corporate,-616.384610310917,6.0,4.0,
2023-04-11,2003,9,5,Corporate,-776.4244470162812,7.0,12.0,
2023-04-11,2102,7,3,Corporate,-154.38455716149065,6.0,,
2023-04-11,3001,6,8,Corporate,-331.3783007127863,2.0,8.0,
2023-04-11,3102,11,8,Corporate,-5950.58220233435,10.0,,
2023-04-11,3303,12,5,Retail,-150.1423644930946,8.0,,2.0
2023-04-11,3401,12,5,Retail,-1006.4422101308697,10.0,,
2023-04-11,3402,9,4,Corporate,-666.0218601075208,9.0,,
2023-04-11,5101,5,2,Government,-200.19343393728775,7.0,,
2023-04-12,1101,12,4,Corporate,-226.59190206003143,8.0,,
2023-04-12,2002,1,4,Corporate,-252.83892913382533,10.0,3.0,
2023-04-12,2003,12,6,Retail,-813.1356526221126,7.0,9.0,
2023-04-12,2101,8,5,Corporate,-579.3482838358998,10.0,,
2023-04-12,2102,5,7,Retail,-620.1333903440711,2.0,,
2023-04-12,2103,9,7,Corporate,-727.623544358971,3.0,,
2023-04-12,2201,5,3,Corporate,-181.46955572673642,12.0,,
2023-04-12,3001,2,1,Retail,-319.34440179246485,2.0,7.0,6.0
2023-04-12,3103,4,2,Government,-7785.402541910388,4.0,,
2023-04-12,3301,6,6,Corporate,-117.50169383875908,9.0,,10.0
2023-04-12,3302,8,7,Corporate,-270.38457372637953,3.0,,2.0
2023-04-12,3303,10,1,Retail,-171.92490977113337,7.0,,8.0
2023-04-12,3401,10,8,Government,-1795.4433424558124,8.0,,
2023-04-12,3402,10,7,Retail,-1059.1123990460326,8.0,,
2023-04-12,3601,2,4,Corporate,-110.04433798878497,9.0,7.0,
2023-04-12,4002,4,6,Corporate,-137.60155880371374,4.0,,
2023-04-12,4101,8,4,Corporate,-91.6271492873683,3.0,,
2023-04-12,5001,11,2,Government,-33.99378908538404,5.0,,
2023-04-12,5002,9,3,Corporate,-46.9919188494879,7.0,,
2023-04-13,1203,8,8,Corporate,3944.3489848010336,,,
2023-04-13,2001,11,8,Retail,-654.2294499319812,11.0,3.0,
2023-04-13,2201,7,4,Corporate,-372.14414841978515,6.0,,
2023-04-13,3001,1,2,Government,-171.27941629831986,5.0,8.0,
2023-04-13,3102,7,3,Corporate,-2666.944929568809,6.0,,
2023-04-13,3103,10,6,Corporate,-7016.478427718331,9.0,,
2023-04-13,3202,12,6,Retail,-268.24896529737146,7.0,,
2023-04-13,3302,10,7,Government,-167.54773573248647,8.0,,6.0
2023-04-13,3402,10,6,Government,-1527.6001588116012,4.0,,
2023-04-13,3501,4,8,Corporate,-489.5366630706321,12.0,5.0,
2023-04-13,3603,3,5,Retail,-194.61608732166013,3.0,11.0,
2023-04-13,4002,6,7,Corporate,-96.75605023591174,3.0,,
2023-04-13,5103,7,1,Retail,-458.20787329841676,2.0,,
2023-04-14,1003,10,8,Corporate,2618.580113760397,,,
2023-04-14,1101,4,5,Retail,-131.4981608843222,8.0,,
2023-04-14,1102,4,1,Retail,-244.69054504832908,4.0,,
2023-04-14,2201,2,5,Corporate,-112.42273314197462,8.0,,
2023-04-14,3102,6,2,Government,-7683.460311007455,12.0,,
2023-04-14,3301,1,6,Corporate,-122.25301463407928,3.0,,
2023-04-14,3303,9,8,Government,-210.40936608554287,12.0,,1.0
2023-04-14,3401,5,1,Retail,-1172.2568996987472,6.0,,
2023-04-14,3501,11,5,Corporate,-496.06126999519563,8.0,9.0,
2023-04-14,3502,1,4,Corporate,-325.7643367949164,10.0,7.0,
2023-04-14,3702,2,4,Corporate,-3055.7698323892764,10.0,,
2023-04-14,4002,9,2,Corporate,-100.89089103362727,4.0,,
2023-04-14,5102,12,6,Government,-400.97419674328614,1.0,,
2023-04-15,1201,10,5,Retail,2698.473647995048,,,
2023-04-15,2003,7,1,Retail,-862.6320088210495,12.0,3.0,
2023-04-15,2104,11,2,Corporate,-636.4736775746342,4.0,,
2023-04-15,3101,4,5,Corporate,-5575.109409337662,6.0,,
2023-04-15,3202,1,5,Retail,-448.1380741840871,6.0,,
2023-04-15,3303,3,2,Corporate,-64.24482258856597,4.0,,
2023-04-15,3402,10,2,Retail,-983.1576222558682,11.0,,
2023-04-15,5001,11,5,Corporate,-38.21140612574125,7.0,,
2023-04-15,5002,5,2,Corporate,-40.36014968016328,8.0,,
2023-04-17,1002,1,6,Corporate,2158.330818682908,,,
2023-04-17,1101,6,3,Corporate,-67.27546390714264,3.0,,
2023-04-17,1102,10,5,Retail,-268.24160600669205,1.0,,
2023-04-17,1201,2,7,Retail,3943.3124534490835,,,
2023-04-17,2201,3,7,Corporate,-207.03891326801505,10.0,,
2023-04-17,3001,6,3,Corporate,-319.25238213908887,6.0,4.0,
2023-04-17,3101,5,3,Corporate,-7389.472828993906,5.0,,
2023-04-17,3102,3,1,Retail,-3935.9489235109017,2.0,,
2023-04-17,3103,6,7,Corporate,-6703.1851261344755,3.0,,
2023-04-17,3401,4,4,Corporate,-505.8669091032316,1.0,,
2023-04-17,3402,1,8,Government,-1508.5175544745766,9.0,,
2023-04-17,3501,11,2,Government,-494.4203925232354,12.0,3.0,
2023-04-17,5102,12,7,Corporate,-325.2180555665209,10.0,,
2023-04-18,1001,5,5,Retail,3470.7783447543634,,,
2023-04-18,1003,9,5,Government,2917.6631945084077,,,
2023-04-18,1102,5,4,Corporate,-249.71586435240567,1.0,,
2023-04-18,1201,3,8,Government,3874.5296570223236,,,
2023-04-18,2103,10,4,Corporate,-726.222145619602,11.0,,
2023-04-18,2104,8,8,Corporate,-754.4994477357781,5.0,,
2023-04-18,3002,10,2,Corporate,-365.8647046607159,4.0,8.0,
2023-04-18,3102,11,8,Government,-2191.5649825419296,10.0,,
2023-04-18,3202,7,2,Corporate,-182.93066973820743,11.0,,
2023-04-18,5001,11,8,Government,-33.0624478040083,7.0,,
2023-04-18,5003,3,7,Corporate,-23.16693276896259,12.0,,
2023-04-18,5102,12,3,Corporate,-193.31790480127404,7.0,,
2023-04-19,1002,11,4,Corporate,3358.916144305863,,,
2023-04-19,2003,7,5,Corporate,-998.7322844269279,2.0,7.0,
2023-04-19,3003,9,3,Corporate,-408.77527323999203,5.0,4.0,
2023-04-19,3101,11,2,Government,-2084.8493575343746,11.0,,
2023-04-19,3103,6,3,Corporate,-7615.738856811269,5.0,,
2023-04-19,3301,3,4,Corporate,-286.7385297007429,11.0,,5.0
2023-04-19,3303,12,6,Corporate,-239.509841081376,8.0,,
2023-04-19,3401,8,1,Retail,-1337.6790666802544,3.0,,
2023-04-19,3501,9,2,Government,-418.4895863235745,8.0,1.0,
2023-04-19,4002,12,2,Corporate,-91.81131380992629,8.0,,
2023-04-19,5001,6,5,Corporate,-12.888340824987381,12.0,,
2023-04-19,5102,5,1,Retail,-427.5127825545531,10.0,,
2023-04-20,1001,8,5,Corporate,4469.90809398389,,,
2023-04-20,1002,2,4,Corporate,2706.182794440304,,,
2023-04-20,1003,1,1,Retail,4476.486457124139,,,
2023-04-20,2002,12,6,Corporate,-292.7397629518522,1.0,5.0,
2023-04-20,2102,12,8,Corporate,-461.6255533225115,9.0,,
2023-04-20,2201,6,7,Retail,-392.12348539995975,10.0,,
2023-04-20,3102,1,3,Corporate,-4538.196137189774,9.0,,
2023-04-20,3103,12,5,Retail,-2264.7797403888826,4.0,,
2023-04-20,3302,8,3,Corporate,-171.59165401783724,8.0,,
2023-04-20,3501,11,6,Corporate,-228.17926537092643,5.0,10.0,
2023-04-20,3502,4,3,Corporate,-431.7878442424899,7.0,9.0,
2023-04-20,4102,3,2,Corporate,-45.79110543203247,6.0,,
2023-04-20,5001,5,1,Retail,-41.367829957612265,4.0,,
2023-04-20,5002,3,1,Retail,-41.13891392390532,4.0,,
2023-04-21,1101,4,8,Government,-297.8327275387172,11.0,,
2023-04-21,1201,1,6,Corporate,3321.532797853813,,,
2023-04-21,2002,12,1,Retail,-800.1060277936565,6.0,11.0,
2023-04-21,2201,8,6,Retail,-220.98163362406586,11.0,,
2023-04-21,3001,12,3,Corporate,-491.83935572471745,12.0,9.0,2.0
2023-04-21,3003,12,2,Government,-403.9661192253425,8.0,3.0,
2023-04-21,5001,9,5,Government,-43.769935085378805,10.0,,
2023-04-21,5102,4,3,Corporate,-115.5916256939147,8.0,,
2023-04-21,5103,7,7,Retail,-121.1317532626424,3.0,,
2023-04-24,1001,7,7,Government,1574.7505007368509,,,
2023-04-24,1101,4,5,Corporate,-255.95139845893812,11.0,,
2023-04-24,2001,5,7,Retail,-980.41578734944,1.0,12.0,
2023-04-24,2003,12,2,Retail,-229.7036047985523,1.0,10.0,
2023-04-24,3001,6,4,Corporate,-472.881441668755,5.0,11.0,6.0
2023-04-24,3101,10,8,Corporate,-2665.2838656353433,3.0,,
2023-04-24,3401,1,6,Government,-1001.4268471142892,9.0,,
2023-04-24,3402,10,4,Corporate,-1735.866068084219,11.0,,
2023-04-24,3502,4,8,Corporate,-320.80181813245275,7.0,12.0,
2023-04-24,3601,5,7,Government,-89.8889703491183,7.0,2.0,
2023-04-24,3602,9,4,Corporate,-127.89148152965402,4.0,3.0,
2023-04-24,4003,8,7,Corporate,-126.21860608087644,6.0,,
2023-04-24,4102,11,6,Corporate,-97.89618186522651,1.0,,
2023-04-24,5001,9,1,Retail,-16.142592947707726,5.0,,
2023-04-24,5003,7,6,Corporate,-45.55746786873381,10.0,,
2023-04-24,5101,12,7,Retail,-372.1914192770097,4.0,,
2023-04-24,5102,3,7,Government,-453.1819709174695,5.0,,
2023-04-24,5103,3,8,Retail,-114.15085775319278,5.0,,
2023-04-25,1102,4,7,Retail,-260.54231845471924,1.0,,
2023-04-25,2001,6,6,Retail,-967.5926616469426,5.0,9.0,
2023-04-25,3001,11,8,Corporate,-362.78239768279593,6.0,8.0,
2023-04-25,3103,7,5,Corporate,-2478.8180835543562,8.0,,
2023-04-25,3201,4,5,Retail,-479.0361359403817,4.0,,
2023-04-25,3301,2,5,Government,-136.84664956316163,10.0,,9.0
2023-04-25,3302,1,6,Corporate,-69.93190779939806,7.0,,
2023-04-25,3502,7,3,Corporate,-155.5964714767946,10.0,10.0,
2023-04-25,3602,5,7,Government,-104.39112530972977,12.0,7.0,
2023-04-25,5003,9,7,Corporate,-26.856586056282012,8.0,,
2023-04-25,5101,7,4,Corporate,-436.7493721467727,9.0,,
2023-04-25,5103,2,3,Corporate,-151.2535016596221,11.0,,
2023-04-26,1002,6,2,Retail,3929.162269702784,,,
2023-04-26,1102,8,6,Government,-171.47982609518172,1.0,,
2023-04-26,2002,5,1,Retail,-422.80866149466203,9.0,6.0,
2023-04-26,2003,6,1,Retail,-913.3685148136665,7.0,12.0,
2023-04-26,2103,6,8,Retail,-738.3957807419835,4.0,,
2023-04-26,3301,4,1,Retail,-158.79520927840096,7.0,,
2023-04-26,3601,11,1,Retail,-56.885912764654904,11.0,10.0,
2023-04-26,3702,6,3,Corporate,-2614.1016898241905,7.0,,
2023-04-26,5001,9,1,Retail,-24.502184851283918,8.0,,
2023-04-26,5003,12,7,Retail,-12.295611593653774,3.0,,
2023-04-26,5103,3,8,Corporate,-309.37282256799256,4.0,,
2023-04-27,1001,12,5,Corporate,4163.092254928137,,,
2023-04-27,1101,2,7,Corporate,-190.98792550685306,1.0,,
2023-04-27,2003,1,1,Retail,-268.43387929524704,3.0,1.0,
2023-04-27,2101,6,3,Corporate,-230.95011622424408,6.0,,
2023-04-27,3003,7,8,Corporate,-402.3065198543686,7.0,2.0,
2023-04-27,3102,10,5,Retail,-2923.2848866693294,6.0,,
2023-04-27,3201,8,5,Retail,-471.5842127164707,2.0,,
2023-04-27,3301,10,5,Retail,-68.10966279523944,12.0,,2.0
2023-04-27,3303,6,6,Government,-64.59170462869926,1.0,,
2023-04-27,3402,3,7,Government,-782.2803395813321,5.0,,
2023-04-27,3601,6,2,Retail,-180.22844397538114,12.0,11.0,
2023-04-27,5001,7,6,Corporate,-20.090262962895572,2.0,,
2023-04-28,1001,8,8,Retail,1408.2996990643917,,,
2023-04-28,1101,4,4,Corporate,-278.4377071740088,9.0,,
2023-04-28,2003,2,8,Corporate,-821.8806118185717,1.0,6.0,
2023-04-28,3601,5,4,Corporate,-162.15815606347454,7.0,4.0,
2023-04-28,5003,2,2,Government,-42.58584097112602,1.0,,
2023-05-01,1001,9,1,Retail,1960.2786124287145,,,
2023-05-01,1003,3,6,Corporate,4840.047523276502,,,
2023-05-01,1201,1,5,Corporate,1763.580968109048,,,
2023-05-01,1203,11,1,Retail,1795.6594825196148,,,
2023-05-01,2101,1,8,Retail,-295.3747466635316,9.0,,
2023-05-01,2103,1,1,Retail,-789.0496932847961,4.0,,
2023-05-01,3001,12,6,Government,-449.57782745571865,1.0,10.0,7.0
2023-05-01,3102,3,6,Retail,-5747.735876604082,3.0,,
2023-05-01,3103,10,1,Retail,-7614.084660838499,1.0,,
2023-05-01,3202,6,8,Government,-476.51838791908955,3.0,,
2023-05-01,3402,4,6,Government,-1247.828870237491,3.0,,
2023-05-01,3601,9,2,Government,-60.809869814446785,3.0,4.0,
2023-05-01,4001,6,3,Corporate,-179.12599836380573,6.0,,
2023-05-01,4003,9,3,Corporate,-139.72404714651188,8.0,,
2023-05-01,5001,3,2,Retail,-10.419201619965314,3.0,,
2023-05-01,5002,4,7,Corporate,-22.504403492571416,11.0,,
2023-05-01,5102,11,8,Corporate,-441.5932377631567,5.0,,
2023-05-01,5103,10,8,Corporate,-234.51820842949758,7.0,,
2023-05-02,1101,8,1,Retail,-280.0527190914999,4.0,,
2023-05-02,1203,10,1,Retail,3629.203082432724,,,
2023-05-02,2101,2,1,Retail,-488.6361534588528,5.0,,
2023-05-02,2104,3,8,Corporate,-246.16198654071127,4.0,,
2023-05-02,2201,11,8,Corporate,-227.26420941858268,10.0,,
2023-05-02,3002,5,6,Government,-460.02724917823616,1.0,9.0,8.0
2023-05-02,3201,6,8,Retail,-385.63742912425926,5.0,,
2023-05-02,3202,1,8,Retail,-495.98771863337555,3.0,,
2023-05-02,3601,12,5,Retail,-130.85456116811906,2.0,6.0,
2023-05-02,4001,11,3,Corporate,-68.02219279419259,4.0,,
2023-05-02,5001,7,1,Retail,-46.87031605679909,10.0,,
2023-05-02,5101,8,2,Corporate,-291.96692671336643,10.0,,
2023-05-03,1001,12,4,Corporate,3020.6560731732593,,,
2023-05-03,1202,8,5,Government,1686.7537189759892,,,
2023-05-03,2003,1,3,Corporate,-537.5399606521346,11.0,9.0,
2023-05-03,3002,11,8,Retail,-315.7735969750977,7.0,9.0,6.0
2023-05-03,3101,10,3,Corporate,-2950.905655627261,11.0,,
2023-05-03,3102,10,1,Retail,-7423.958320963084,6.0,,
2023-05-03,3103,4,5,Government,-7478.822552082904,6.0,,
2023-05-03,3202,1,2,Government,-214.9343540355403,3.0,,
2023-05-03,3301,6,5,Government,-145.97691971250163,5.0,,
2023-05-03,3401,12,3,Corporate,-733.6856213356518,5.0,,
2023-05-03,3601,9,1,Retail,-155.37609950109976,11.0,6.0,
2023-05-03,3602,5,4,Corporate,-177.6991154455727,12.0,6.0,
2023-05-03,5003,11,8,Corporate,-23.07183015936762,12.0,,
2023-05-04,1001,10,5,Corporate,2786.4076044266235,,,
2023-05-04,1003,3,5,Corporate,3048.679823735549,,,
2023-05-04,1203,6,3,Corporate,3960.7209278795563,,,
2023-05-04,2201,7,4,Corporate,-272.8364335508465,5.0,,
2023-05-04,3001,5,5,Retail,-301.8729412264365,12.0,11.0,1.0
2023-05-04,3101,5,3,Corporate,-2296.793152831,2.0,,
2023-05-04,3202,2,1,Retail,-306.24376028661044,6.0,,
2023-05-04,3301,11,5,Government,-245.31491922397674,2.0,,1.0
2023-05-04,3302,2,1,Retail,-219.4153854797641,6.0,,
2023-05-04,3501,12,5,Retail,-120.3722425418315,5.0,9.0,
2023-05-04,3502,4,5,Corporate,-332.6466649146914,3.0,11.0,
2023-05-04,5001,3,3,Corporate,-37.6007945425812,2.0,,
2023-05-04,5003,1,2,Retail,-22.116354469569657,10.0,,
2023-05-04,5103,12,5,Retail,-363.89000710638766,11.0,,
2023-05-05,1201,2,1,Retail,905.3374852947103,,,
2023-05-05,2003,10,6,Corporate,-884.3878208744397,6.0,3.0,
2023-05-05,2101,2,2,Retail,-673.5415685361808,12.0,,
2023-05-05,2202,2,1,Retail,-307.9765133287485,6.0,,
2023-05-05,3101,12,1,Retail,-3365.0129234221167,4.0,,
2023-05-05,3102,2,7,Corporate,-3356.383227057967,9.0,,
2023-05-05,3202,10,8,Corporate,-397.8899780533919,8.0,,
2023-05-05,3402,10,1,Retail,-1714.314504454931,8.0,,
2023-05-05,3502,9,5,Corporate,-178.81347955657327,3.0,3.0,
2023-05-05,3602,4,5,Government,-184.14131593532977,5.0,2.0,
2023-05-05,4001,8,8,Corporate,-151.75062929078794,8.0,,
2023-05-05,4002,6,2,Corporate,-82.64062870333113,7.0,,
